"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BDL","Flanigan's Enterprises, Inc.","8.07","15018270","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BDL&selected=BDL",
"FSI","Flexible Solutions International Inc.","1.83","24101100","1998","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FSI&selected=FSI",
"FFI","Fortune Diversified Industries, Inc.","0.63","7708680","1983","Consumer Services","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FFI&selected=FFI",
"FSP","Franklin Street Properties Corp.","13.69","1114872530","n/a","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FSP&selected=FSP",
"FTF","Franklin Templeton Limited Duration Income Trust","13.15","352078100","2003","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FTF&selected=FTF",
"FOH","Frederick's of Hollywood Group","0.8","30901600","n/a","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FOH&selected=FOH",
"FRD","Friedman Industries Inc.","10","67990000","1972","Capital Goods","Steel/Iron Ore","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FRD&selected=FRD",
"FRS","Frisch's Restaurants, Inc.","23.02","113672760","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FRS&selected=FRS",
"FLL","Full House Resorts, Inc.","3.99","71851920","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FLL&selected=FLL",
"GLU","Gabelli Global Utility","20.15","61457500","2004","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GLU&selected=GLU",
"EGAS","Gas Natural Inc.","11.75","95774250","n/a","Public Utilities","Oil/Gas Transmission","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EGAS&selected=EGAS",
"GSX","GASCO ENERGY INC","0.424","53826376","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GSX&selected=GSX",
"GST","Gastar Exploration","4.6","295223400","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GST&selected=GST",
"JOB","General Employment Enterprises, Inc.","0.46","9401020","n/a","Technology","Diversified Commercial Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JOB&selected=JOB",
"GMO","General Moly, Inc","5.27","477409300","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GMO&selected=GMO",
"GGR","GeoGlobal Resources Inc.","0.489","40463283","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GGR&selected=GGR",
"GOK","Geokinetics, Inc.","8.27","147239080","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GOK&selected=GOK",
"GPR","GeoPetro Resources Co","0.67","27577870","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GPR&selected=GPR",
"GSB","GlobalSCAPE, Inc.","2.47","44319210","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GSB&selected=GSB",
"GRZ","Gold Reserve Inc","1.74","102593880","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GRZ&selected=GRZ",
"GORO","Gold Resource Corporation","28.85","1528992300","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GORO&selected=GORO",
"AUMN","Golden Minerals Co.","22.945","349658855","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AUMN&selected=AUMN",
"GSS","Golden Star Resources, Ltd","3.02","780848180","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GSS&selected=GSS",
"GV","Goldfield Corporation (The)","0.3801","9673925.1","n/a","Public Utilities","Water Supply","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GV&selected=GV",
"PTX","Golf Trust of America, Inc.","11.42","259096960","1993","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=PTX&selected=PTX",
"GRC","Gorman-Rupp Company (The)","38.33","643522370","n/a","Capital Goods","Fluid Controls","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GRC&selected=GRC",
"GHM","Graham Corporation","25.04","246393600","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GHM&selected=GHM",
"GTE","Gran Tierra Energy Inc.","7.36","1772714880","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GTE&selected=GTE",
"GBG","Great Basin Gold, Ltd.","2.55","1055738250","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GBG&selected=GBG",
"GPL","Great Panther Silver Limited","4.08","508057920","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GPL&selected=GPL",
"GRH","GreenHunter Energy Inc","0.9028","19966324.8","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GRH&selected=GRH",
"SIM","Grupo Simec, S.A. de C.V.","8.47","35243670","1993","Basic Industries","Steel/Iron Ore","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SIM&selected=SIM",
"GVP","GSE Systems, Inc.","2.4","46137600","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GVP&selected=GVP",
"HWG","Hallwood Group Incorporated","22.5501","34388902.5","n/a","Basic Industries","Textiles","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HWG&selected=HWG",
"EAR","HearUSA, Inc.","0.39","17552340","n/a","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EAR&selected=EAR",
"HBP","Helix Biopherma Cp","3.2","0","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HBP&selected=HBP",
"HEB","Hemispherx BioPharma, Inc.","0.4781","64659200.2","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HEB&selected=HEB",
"HNB","Herald National Bank","2.24","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HNB&selected=HNB",
"HLM^","Hillman Group Capital Trust","29.7","125274600","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HLM^&selected=HLM^",
"HKN","HKN, Inc.","2.84","28473840","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HKN&selected=HKN",
"HMG","HMG/Courtland Properties, Inc.","5.1","5151000","n/a","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HMG&selected=HMG",
"HH","Hooper Holmes, Inc.","0.74","51496600","n/a","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HH&selected=HH",
"HUSA","Houston American Energy Corporation","14.74","458605620","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HUSA&selected=HUSA",
"HQS","HQ Sustainable Maritime Industries, Inc.","2.78","49748100","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HQS&selected=HQS",
"HDY","HyperDynamics Corporation","4.28","539421240","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HDY&selected=HDY",
"IBIO","iBio, Inc.","3.4","110030800","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IBIO&selected=IBIO",
"IBO","IBO (Listing Market - NYSE Amex Network B F)","n/a","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IBO&selected=IBO",
"IEC","IEC Electronics Corp.","8.5","80894500","n/a","Technology","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IEC&selected=IEC",
"IG","IGI Laboratories, Inc.","1.3","53816100","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IG&selected=IG",
"IIG","iMergent Inc","7.38","78611760","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IIG&selected=IIG",
"IMH","Impac Mortgage Holdings, Inc.","3.58","27884620","1995","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IMH&selected=IMH",
"IMO","Imperial Oil Limited","51.73","43846761840","n/a","Energy","Integrated oil Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IMO&selected=IMO",
"IOT","Income Opportunity Realty Trust","3.12","13004160","n/a","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IOT&selected=IOT",
"IGC","India Globalization Capital Inc.","0.56","7741440","1987","Basic Industries","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IGC&selected=IGC",
"IGC/U","India Globalization Capital Inc.","0.56","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IGC/U&selected=IGC/U",
"IGC/WS","India Globalization Capital Inc.","0.018","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IGC/WS&selected=IGC/WS",
"INFU","InfuSystems Holdings, Inc.","2.74","57830440","1992","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=INFU&selected=INFU",
"INV","Innovaro Inc","2.24","32950400","1997","Consumer Services","Professional Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=INV&selected=INV",
"IHT","InnSuites Hospitality Trust","1.78","15233240","n/a","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IHT&selected=IHT",
"INO","Inovio Pharmaceuticals, Inc.","1.04","132344160","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=INO&selected=INO",
"IFMI","Institutional Financial Markets, Inc.","4.45","54739450","n/a","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IFMI&selected=IFMI",
"IDN","Intellicheck Mobilisia, Inc.","1.12","30270240","1999","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IDN&selected=IDN",
"INS","Intelligent Systems Corporation","1.81","16213980","1992","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=INS&selected=INS",
"THM","International Tower Hill Mines Ltd","10.17","672420060","1984","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=THM&selected=THM",
"DNN","Intl Uranium Corp","2.38","871558380","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DNN&selected=DNN",
"INUV","Inuvo, Inc","2.19","18847140","n/a","Consumer Services","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=INUV&selected=INUV",
"VKI","Invesco Van Kampen Advantage Municipal Income Trust II","11.03","487371580","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VKI&selected=VKI",
"VMV","Invesco Van Kampen Massachusetts Value Municipal Income Trust","11.8099","31898539.9","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VMV&selected=VMV",
"VKL","Invesco Van Kampen Select Sector Municipal Trust","10.929","166022439","1993","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VKL&selected=VKL",
"ICH","Investors Capital Holdings, Ltd.","5.9501","39359911.5","1997","Finance","Finance/Investors Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ICH&selected=ICH",
"IPT","iParty Corporation","0.25","6099500","n/a","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IPT&selected=IPT",
"ISR","IsoRay, Inc.","1.12","28913920","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ISR&selected=ISR",
"ITI","Iteris, Inc.","1.42","48759960","n/a","Consumer Durables","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ITI&selected=ITI",
"IVD","IVAX Diagnostics, Inc.","0.7252","20051780","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IVD&selected=IVD",
"KGN","Keegan Resources Inc","9.26","417135220","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KGN&selected=KGN",
"KBX","Kimber Resources Inc","1.78","121059580","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KBX&selected=KBX",
"KXM","Kobex Minerals Inc.","0.9899","45592814.2","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KXM&selected=KXM",
"KOG","Kodiak Oil & Gas Corp.","6.48","1156991040","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KOG&selected=KOG",
"LB","LaBarge, Inc.","19.05","301485300","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LB&selected=LB",
"LTS","Ladenburg Thalmann Financial Services Inc","1.22","223987120","n/a","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LTS&selected=LTS",
"LCI","Lannett Co Inc","5.56","157792800","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LCI&selected=LCI",
"LAQ","Latin America Equity Fund, Inc. (The)","39.02","239933980","1991","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LAQ&selected=LAQ",
"LGL","LGL Group, Inc. (The)","13.039","34123063","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LGL&selected=LGL",
"LBY","Libbey, Inc.","16.13","319874030","1993","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LBY&selected=LBY",
"LPH","Longwei Petroleum Investment Holding Limited","1.64","164293560","1973","Energy","Oil Refining/Marketing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LPH&selected=LPH",
"LEI","Lucas Energy, Inc.","3.45","57301050","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LEI&selected=LEI",
"MCZ","Mad Catz Interactive Inc","2.13","118677210","n/a","Consumer Non-Durables","Recreational Products/Toys","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MCZ&selected=MCZ",
"MVG","Mag Silver Corporation","13.18","727035160","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MVG&selected=MVG",
"MHR^C","Magnum Hunter Resources Corporation","25.9","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MHR^C&selected=MHR^C",
"MHR^D","Magnum Hunter Resources Corporation","49.97","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MHR^D&selected=MHR^D",
"MHE","Massachusetts Health and Education Tax-Exempt Trust","13.44","31503360","1993","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MHE&selected=MHE",
"MHH","Mastech Holdings, Inc","4.64","17112320","n/a","Consumer Services","Professional Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MHH&selected=MHH",
"MDGN","Medgenics, Inc.","4.2","0","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDGN&selected=MDGN",
"MDGN/WS","Medgenics, Inc.","0.85","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDGN/WS&selected=MDGN/WS",
"MBR","Mercantile Bancorp, Inc. (Quincey, IL)","0.8999","7831829.7","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MBR&selected=MBR",
"IPB","Merrill Lynch & Co., Inc.","22.89","34335000","n/a","Finance","Finance: Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IPB&selected=IPB",
"MEA","Metalico Inc","5.59","264792710","n/a","Basic Industries","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MEA&selected=MEA",
"MMG","Metalline Mining Company","1.12","118889120","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MMG&selected=MMG",
"MDF","Metropolitan Health Networks, Inc.","3.92","159740000","n/a","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDF&selected=MDF",
"MXC","Mexco Energy Corporation","12.61","24715600","1972","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MXC&selected=MXC",
"CCA","MFS California Insured Municipal Trust","9.96","27698760","1984","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CCA&selected=CCA",
"MGT","MGT Capital Investments Inc","0.25","9762750","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MGT&selected=MGT",
"MSL","MidSouth Bancorp","14.15","137679500","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MSL&selected=MSL",
"MDW","Midway Gold Corporation","2.07","210425850","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDW&selected=MDW",
"MGH","Minco Gold Corporation","2.57","123766060","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MGH&selected=MGH",
"MFN","MineFinders Corp. Ltd.","15.6","1243398000","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MFN&selected=MFN",
"MGN","Mines Management, Inc.","2.71","76598150","1985","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MGN&selected=MGN",
"MXA","Minnesota Municipal Income Portfolio Inc.","14.47","60007090","1993","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MXA&selected=MXA",
"MDM","Mountain Province Diamonds Inc.","6.31","496262570","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDM&selected=MDM",
"MVF","MuniVest Fund, Inc.","8.9","550687500","1993","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MVF&selected=MVF",
"MZA","MuniYield Arizona Fund, Inc.","12.59","57271910","1993","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MZA&selected=MZA",
"NHC","National HealthCare Corporation","46.72","644969600","n/a","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NHC&selected=NHC",
"NHC^A","National HealthCare Corporation","14.72","159579520","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NHC^A&selected=NHC^A",
"NEOP","Neoprobe Corporation","4.03","355349280","1992","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NEOP&selected=NEOP",
"NBS","Neostem, Inc.","2.01","157913640","n/a","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NBS&selected=NBS",
"NBS/WS","Neostem, Inc.","0.2","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NBS/WS&selected=NBS/WS",
"NBW","Neuberger Berman California Intermediate Municipal Fund Inc.","13.61","92534390","2002","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NBW&selected=NBW",
"NDD/WD","Neuberger Berman Dividend Advantage","n/a","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NDD/WD&selected=NDD/WD",
"NHS","Neuberger Berman High Yield Strategies Fund","14.33","175614150","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NHS&selected=NHS",
"NBH","Neuberger Berman Intermediate Municipal Fund Inc.","13.6769","283180214.5","2002","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NBH&selected=NBH",
"NBH/WD","Neuberger Berman Intermediate Municipal Fund Inc.","n/a","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NBH/WD&selected=NBH/WD",
"NBO","Neuberger Berman New York Intermediate Municipal Fund Inc.","13.19","73626580","2002","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NBO&selected=NBO",
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","4.16","299782080","2003","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NRO&selected=NRO",
"CUR","Neuralstem, Inc.","1.75","84640500","1973","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CUR&selected=CUR",
"UWN","Nevada Gold & Casinos, Inc.","1.56","19911840","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UWN&selected=UWN",
"NSU","Nevsun Resources Ltd","6.33","1243769040","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NSU&selected=NSU",
"GBR","New Concept Energy, Inc","3.28","6386160","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GBR&selected=GBR",
"NWD","New Dragon Asia Corporation","0.04","4000000","n/a","Consumer Non-Durables","Packaged Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NWD&selected=NWD",
"NEWN","New Energy Systems Group.","3.94","56326240","n/a","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NEWN&selected=NEWN",
"NEN","New England Realty Associates Limited Partnership","67","7035000","n/a","Consumer Services","Building operators","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NEN&selected=NEN",
"NGD","NEW GOLD INC.","10.65","4249797300","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NGD&selected=NGD",
"NIV","NIVS IntelliMedia Technology Group, Inc","2.2099","106008903","2009","Consumer Non-Durables","Consumer Electronics/Appliances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NIV&selected=NIV",
"PAL","North American Palladium, Ltd.","5.87","907813110","2000","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=PAL&selected=PAL",
"NAK","Northern Dynasty Minerals, Ltd.","14.58","1373100660","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NAK&selected=NAK",
"NOG","Northern Oil and Gas, Inc.","23.36","1474086080","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NOG&selected=NOG",
"NXG","Northgate Minerals Corporation","2.88","840548160","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NXG&selected=NXG",
"NBY","NovaBay Pharmaceuticals, Inc.","2.35","55084000","2007","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NBY&selected=NBY",
"NG","Novagold Resources Inc New","13.27","3096408530","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NG&selected=NG",
"NTN","NTN Buzztime, Inc.","0.48","29220000","n/a","Consumer Services","Broadcasting","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NTN&selected=NTN",
"NLP","NTS Realty Holdings Limited Partnership","3.33","37898730","n/a","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NLP&selected=NLP",
"NFZ","Nuveen Arizona Dividend Advantage Municipal Fund","12.39","19216890","2001","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NFZ&selected=NFZ",
"NFZ^C","Nuveen Arizona Dividend Advantage Municipal Fund","9.63","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NFZ^C&selected=NFZ^C",
"NKR","Nuveen Arizona Dividend Advantage Municipal Fund 2","12.31","30036400","2002","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NKR&selected=NKR",
"NXE","Nuveen Arizona Dividend Advantage Municipal Fund 3","12.11","37153480","2002","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NXE&selected=NXE",
"NVX","Nuveen California Dividend Advantage Municipal Fund 2","12.81","189318990","2001","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NVX&selected=NVX",
"NZH","Nuveen California Dividend Advantage Municipal Fund 3","11.62","280262780","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NZH&selected=NZH",
"NCB","Nuveen California Municipal Value Fund 2","13.57","0","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NCB&selected=NCB",
"NCU","Nuveen California Premium Income Municipal Fund","12.11","69753600","1993","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NCU&selected=NCU",
"NFC","Nuveen Connecticut Dividend Advantage Municipal Fund","13.19","34043390","2001","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NFC&selected=NFC",
"NGK","Nuveen Connecticut Dividend Advantage Municipal Fund 2","13.777","31921309","2002","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NGK&selected=NGK",
"NGO","Nuveen Connecticut Dividend Advantage Municipal Fund 3","12.59","54967940","2002","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NGO&selected=NGO",
"CFD","Nuveen Diversified Commodity Fund","28.11","260495370","1998","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CFD&selected=CFD",
"NXZ","Nuveen Dividend Advantage Municipal Fund 2","12.86","378546960","2001","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NXZ&selected=NXZ",
