1999/12/31,1.4433,
2000/01/03,na,
2000/01/04,1.4520,
2000/01/05,1.4513,
2000/01/06,1.4571,
2000/01/07,1.4600,
2000/01/10,1.4564,
2000/01/11,1.4573,
2000/01/12,1.4547,
2000/01/13,1.4494,
2000/01/14,1.4493,
2000/01/17,1.4508,
2000/01/18,1.4501,
2000/01/19,1.4523,
2000/01/20,1.4480,
2000/01/21,1.4395,
2000/01/24,1.4400,
2000/01/25,1.4390,
2000/01/26,1.4378,
2000/01/27,1.4341,
2000/01/28,1.4483,
2000/01/31,1.4512,
2000/02/01,1.4479,
2000/02/02,1.4430,
2000/02/03,1.4413,
2000/02/04,1.4465,
2000/02/07,1.4455,
2000/02/08,1.4475,
2000/02/09,1.4444,
2000/02/10,1.4500,
2000/02/11,1.4512,
2000/02/14,1.4546,
2000/02/15,1.4582,
2000/02/16,1.4516,
2000/02/17,1.4522,
2000/02/18,1.4508,
2000/02/21,1.4533,
2000/02/22,1.4587,
2000/02/23,1.4644,
2000/02/24,1.4579,
2000/02/25,1.4504,
2000/02/28,1.4542,
2000/02/29,1.4488,
2000/03/01,1.4473,
2000/03/02,1.4537,
2000/03/03,1.4507,
2000/03/06,1.4550,
2000/03/07,1.4527,
2000/03/08,1.4589,
2000/03/09,1.4571,
2000/03/10,1.4574,
2000/03/13,1.4611,
2000/03/14,1.4629,
2000/03/15,1.4679,
2000/03/16,1.4721,
2000/03/17,1.4732,
2000/03/20,1.4701,
2000/03/21,1.4660,
2000/03/22,1.4718,
2000/03/23,1.4727,
2000/03/24,1.4649,
2000/03/27,1.4603,
2000/03/28,1.4540,
2000/03/29,1.4553,
2000/03/30,1.4548,
2000/03/31,1.4535,
2000/04/03,1.4547,
2000/04/04,1.4529,
2000/04/05,1.4545,
2000/04/06,1.4518,
2000/04/07,1.4575,
2000/04/10,1.4611,
2000/04/11,1.4639,
2000/04/12,1.4622,
2000/04/13,1.4660,
2000/04/14,1.4764,
2000/04/17,1.4848,
2000/04/18,1.4839,
2000/04/19,1.4760,
2000/04/20,1.4726,
2000/04/21,na,
2000/04/24,1.4760,
2000/04/25,1.4699,
2000/04/26,1.4756,
2000/04/27,1.4790,
2000/04/28,1.4811,
2000/05/01,1.4783,
2000/05/02,1.4854,
2000/05/03,1.4920,
2000/05/04,1.4976,
2000/05/05,1.4976,
2000/05/08,1.4925,
2000/05/09,1.4945,
2000/05/10,1.4957,
2000/05/11,1.4894,
2000/05/12,1.4870,
2000/05/15,1.4890,
2000/05/16,1.4858,
2000/05/17,1.4987,
2000/05/18,1.5005,
2000/05/19,1.4953,
2000/05/22,na,
2000/05/23,1.5035,
2000/05/24,1.5081,
2000/05/25,1.5057,
2000/05/26,1.5040,
2000/05/29,1.4984,
2000/05/30,1.5035,
2000/05/31,1.4978,
2000/06/01,1.4911,
2000/06/02,1.4780,
2000/06/05,1.4780,
2000/06/06,1.4777,
2000/06/07,1.4784,
2000/06/08,1.4802,
2000/06/09,1.4763,
2000/06/12,1.4761,
2000/06/13,1.4691,
2000/06/14,1.4694,
2000/06/15,1.4756,
2000/06/16,1.4704,
2000/06/19,1.4653,
2000/06/20,1.4706,
2000/06/21,1.4730,
2000/06/22,1.4730,
2000/06/23,1.4792,
2000/06/26,1.4821,
2000/06/27,1.4825,
2000/06/28,1.4835,
2000/06/29,1.4817,
2000/06/30,1.4793,
2000/07/03,na,
2000/07/04,1.4839,
2000/07/05,1.4907,
2000/07/06,1.4853,
2000/07/07,1.4811,
2000/07/10,1.4800,
2000/07/11,1.4782,
2000/07/12,1.4810,
2000/07/13,1.4806,
2000/07/14,1.4842,
2000/07/17,1.4810,
2000/07/18,1.4780,
2000/07/19,1.4756,
2000/07/20,1.4750,
2000/07/21,1.4715,
2000/07/24,1.4641,
2000/07/25,1.4652,
2000/07/26,1.4664,
2000/07/27,1.4708,
2000/07/28,1.4773,
2000/07/31,1.4872,
2000/08/01,1.4888,
2000/08/02,1.4810,
2000/08/03,1.4841,
2000/08/04,1.4888,
2000/08/07,na,
2000/08/08,1.4888,
2000/08/09,1.4850,
2000/08/10,1.4823,
2000/08/11,1.4838,
2000/08/14,1.4848,
2000/08/15,1.4871,
2000/08/16,1.4770,
2000/08/17,1.4757,
2000/08/18,1.4744,
2000/08/21,1.4769,
2000/08/22,1.4754,
2000/08/23,1.4875,
2000/08/24,1.4869,
2000/08/25,1.4826,
2000/08/28,1.4843,
2000/08/29,1.4870,
2000/08/30,1.4795,
2000/08/31,1.4722,
2000/09/01,1.4735,
2000/09/04,na,
2000/09/05,1.4755,
2000/09/06,1.4836,
2000/09/07,1.4775,
2000/09/08,1.4777,
2000/09/11,1.4799,
2000/09/12,1.4811,
2000/09/13,1.4835,
2000/09/14,1.4865,
2000/09/15,1.4843,
2000/09/18,1.4891,
2000/09/19,1.4878,
2000/09/20,1.4830,
2000/09/21,1.4872,
2000/09/22,1.4903,
2000/09/25,1.4889,
2000/09/26,1.4880,
2000/09/27,1.4959,
2000/09/28,1.5030,
2000/09/29,1.5070,
2000/10/02,1.5101,
2000/10/03,1.5055,
2000/10/04,1.4985,
2000/10/05,1.4954,
2000/10/06,1.5010,
2000/10/09,na,
2000/10/10,1.5011,
2000/10/11,1.5042,
2000/10/12,1.5084,
2000/10/13,1.5133,
2000/10/16,1.5191,
2000/10/17,1.5188,
2000/10/18,1.5200,
2000/10/19,1.5109,
2000/10/20,1.5129,
2000/10/23,1.5083,
2000/10/24,1.5115,
2000/10/25,1.5154,
2000/10/26,1.5185,
2000/10/27,1.5272,
2000/10/30,1.5310,
2000/10/31,1.5271,
2000/11/01,1.5265,
2000/11/02,1.5331,
2000/11/03,1.5341,
2000/11/06,1.5298,
2000/11/07,1.5316,
2000/11/08,1.5427,
2000/11/09,1.5454,
2000/11/10,1.5455,
2000/11/13,na,
2000/11/14,1.5446,
2000/11/15,1.5507,
2000/11/16,1.5523,
2000/11/17,1.5593,
2000/11/20,1.5589,
2000/11/21,1.5547,
2000/11/22,1.5476,
2000/11/23,1.5432,
2000/11/24,1.5392,
2000/11/27,1.5346,
2000/11/28,1.5369,
2000/11/29,1.5404,
2000/11/30,1.5356,
2000/12/01,1.5387,
2000/12/04,1.5458,
2000/12/05,1.5435,
2000/12/06,1.5321,
2000/12/07,1.5224,
2000/12/08,1.5193,
2000/12/11,1.5222,
2000/12/12,1.5247,
2000/12/13,1.5207,
2000/12/14,1.5169,
2000/12/15,1.5176,
2000/12/18,1.5254,
2000/12/19,1.5217,
2000/12/20,1.5219,
2000/12/21,1.5185,
2000/12/22,1.5167,
2000/12/25,na,
2000/12/26,na,
2000/12/27,1.5109,
2000/12/28,1.5071,
2000/12/29,1.5002,
2001/01/01,na,
2001/01/02,1.4963,
2001/01/03,1.4978,
2001/01/04,1.4983,
2001/01/05,1.5002,
2001/01/08,1.4948,
2001/01/09,1.4974,
2001/01/10,1.5001,
2001/01/11,1.4976,
2001/01/12,1.4966,
2001/01/15,1.5045,
2001/01/16,1.5044,
2001/01/17,1.5121,
2001/01/18,1.5160,
2001/01/19,1.5144,
2001/01/22,1.5066,
2001/01/23,1.5066,
2001/01/24,1.5124,
2001/01/25,1.5076,
2001/01/26,1.5063,
2001/01/29,1.5009,
2001/01/30,1.4985,
2001/01/31,1.5000,
2001/02/01,1.4949,
2001/02/02,1.4936,
2001/02/05,1.5046,
2001/02/06,1.5079,
2001/02/07,1.5096,
2001/02/08,1.5112,
2001/02/09,1.5083,
2001/02/12,1.5193,
2001/02/13,1.5212,
2001/02/14,1.5254,
2001/02/15,1.5276,
2001/02/16,1.5368,
2001/02/19,1.5359,
2001/02/20,1.5392,
2001/02/21,1.5366,
2001/02/22,1.5380,
2001/02/23,1.5374,
2001/02/26,1.5313,
2001/02/27,1.5259,
2001/02/28,1.5316,
2001/03/01,1.5458,
2001/03/02,1.5484,
2001/03/05,1.5473,
2001/03/06,1.5380,
2001/03/07,1.5490,
2001/03/08,1.5492,
2001/03/09,1.5483,
2001/03/12,1.5508,
2001/03/13,1.5471,
2001/03/14,1.5533,
2001/03/15,1.5596,
2001/03/16,1.5670,
2001/03/19,1.5697,
2001/03/20,1.5607,
2001/03/21,1.5726,
2001/03/22,1.5732,
2001/03/23,1.5664,
2001/03/26,1.5547,
2001/03/27,1.5693,
2001/03/28,1.5670,
2001/03/29,1.5722,
2001/03/30,1.5774,
2001/04/02,1.5749,
2001/04/03,1.5789,
2001/04/04,1.5694,
2001/04/05,1.5787,
2001/04/06,1.5613,
2001/04/09,1.5642,
2001/04/10,1.5562,
2001/04/11,1.5620,
2001/04/12,1.5599,
2001/04/13,na,
2001/04/16,1.5621,
2001/04/17,1.5579,
2001/04/18,1.5693,
2001/04/19,1.5472,
2001/04/20,1.5434,
2001/04/23,1.5464,
2001/04/24,1.5482,
2001/04/25,1.5473,
2001/04/26,1.5451,
2001/04/27,1.5417,
2001/04/30,1.5356,
2001/05/01,1.5338,
2001/05/02,1.5309,
2001/05/03,1.5329,
2001/05/04,1.5349,
2001/05/07,1.5403,
2001/05/08,1.5444,
2001/05/09,1.5404,
2001/05/10,1.5390,
2001/05/11,1.5503,
2001/05/14,1.5540,
2001/05/15,1.5491,
2001/05/16,1.5399,
2001/05/17,1.5358,
2001/05/18,1.5330,
2001/05/21,na,
2001/05/22,1.5407,
2001/05/23,1.5458,
2001/05/24,1.5473,
2001/05/25,1.5452,
2001/05/28,1.5453,
2001/05/29,1.5373,
2001/05/30,1.5460,
2001/05/31,1.5457,
2001/06/01,1.5320,
2001/06/04,1.5357,
2001/06/05,1.5327,
2001/06/06,1.5246,
2001/06/07,1.5209,
2001/06/08,1.5210,
2001/06/11,1.5161,
2001/06/12,1.5244,
2001/06/13,1.5181,
2001/06/14,1.5214,
2001/06/15,1.5219,
2001/06/18,1.5335,
2001/06/19,1.5329,
2001/06/20,1.5308,
2001/06/21,1.5264,
2001/06/22,1.5289,
2001/06/25,1.5187,
2001/06/26,1.5145,
2001/06/27,1.5169,
2001/06/28,1.5232,
2001/06/29,1.5177,
2001/07/02,na,
2001/07/03,1.5124,
2001/07/04,1.5110,
2001/07/05,1.5099,
2001/07/06,1.5198,
2001/07/09,1.5211,
2001/07/10,1.5211,
2001/07/11,1.5248,
2001/07/12,1.5280,
2001/07/13,1.5393,
2001/07/16,1.5397,
2001/07/17,1.5403,
2001/07/18,1.5350,
2001/07/19,1.5417,
2001/07/20,1.5448,
2001/07/23,1.5446,
2001/07/24,1.5381,
2001/07/25,1.5375,
2001/07/26,1.5335,
2001/07/27,1.5346,
2001/07/30,1.5302,
2001/07/31,1.5303,
2001/08/01,1.5358,
2001/08/02,1.5412,
2001/08/03,1.5348,
2001/08/06,na,
2001/08/07,1.5340,
2001/08/08,1.5334,
2001/08/09,1.5389,
2001/08/10,1.5402,
2001/08/13,1.5386,
2001/08/14,1.5410,
2001/08/15,1.5290,
2001/08/16,1.5311,
2001/08/17,1.5419,
2001/08/20,1.5457,
2001/08/21,1.5488,
2001/08/22,1.5436,
2001/08/23,1.5423,
2001/08/24,1.5410,
2001/08/27,1.5422,
2001/08/28,1.5401,
2001/08/29,1.5460,
2001/08/30,1.5462,
2001/08/31,1.5477,
2001/09/03,na,
2001/09/04,1.5528,
2001/09/05,1.5601,
2001/09/06,1.5584,
2001/09/07,1.5677,
2001/09/10,1.5654,
2001/09/11,1.5660,
2001/09/12,1.5592,
2001/09/13,1.5686,
2001/09/14,1.5643,
2001/09/17,1.5689,
2001/09/18,1.5708,
2001/09/19,1.5713,
2001/09/20,1.5703,
2001/09/21,1.5705,
2001/09/24,1.5692,
2001/09/25,1.5712,
2001/09/26,1.5729,
2001/09/27,1.5793,
2001/09/28,1.5790,
2001/10/01,1.5789,
2001/10/02,1.5688,
2001/10/03,1.5681,
2001/10/04,1.5663,
2001/10/05,1.5616,
2001/10/08,na,
